anime_id,name,genre,type,episodes,rating,members
34467,Yami Shibai 4th Season,"Dementia, Horror, Supernatural",TV,Unknown,,1838
29987,Flicker Love No.1,Dementia,Movie,1,4.91,57
5774,Seitokaichou ni Chuukoku,"Comedy, Drama, Romance, School, Yaoi",OVA,2,7.36,23730
24139,Tokyo Babylon: Vision,"Music, Supernatural",Music,1,5.57,499
3821,Portable Kuukou,"Music, Sci-Fi",Music,1,5.85,1515
1275,Can Can Bunny Extra,"Fantasy, Hentai, Romance",OVA,6,6.39,2029
32447,Nora to Oujo to Noraneko Heart,"Comedy, Ecchi",TV,Unknown,,2181
1998,Amazing Nuts!,"Adventure, Music, Police, Romance, Sci-Fi",Music,4,6.74,6650
33089,Kemono Friends,"Adventure, Comedy",TV,Unknown,,572
33986,Elite Banana Banao,"Comedy, Parody, Slice of Life",ONA,Unknown,6.29,72
8560,"Kyou, Koi wo Hajimemasu","Romance, School, Shoujo",OVA,2,6.62,20953
28805,Bakemono no Ko,"Adventure, Supernatural",Movie,1,8.58,80825
1895,Ai wa Kagi no Kazu dake... Fuuzoku Mansion,Hentai,OVA,1,6.36,2181
22491,Hello Kitty no Ou-sama no Mimi wa Roba no Mimi,"Fantasy, Kids",OVA,1,6.0,103
23199,Durarara!!x2 Shou,"Action, Mystery, Supernatural",TV,12,8.15,189407
7245,Sekai Meisaku Douwa: Wow! Maerchen Oukoku,Fantasy,TV,26,6.91,227
28625,Shisha no Teikoku,"Historical, Psychological, Sci-Fi",Movie,1,7.04,31182
6156,Xi Yang Yang Yu Hui Tai Lang: Zhi Niu Qi Chong Tian,"Adventure, Comedy, Kids",Movie,1,5.16,152
23305,Shin Sei Yariman Gakuen Enkou Nikki The Animation,Hentai,OVA,1,6.62,2563
31644,Deniroo&#039;s Circus,Comedy,Special,1,3.57,69
4578,Time Bokan Oudou Fukko,"Action, Comedy, Mecha, Parody, Sci-Fi",OVA,2,6.44,609
4162,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,"Action, Comedy, Police, Seinen",Special,1,7.27,2444
14811,GJ-bu,"Comedy, School, Slice of Life",TV,12,7.48,83838
18413,Puchitto Gargantia,"Mecha, Sci-Fi",ONA,13,6.36,7170
15787,Backstage Idol Story,Music,TV,8,5.55,292
16347,Usavich V,Comedy,TV,13,6.62,985
1757,Di Gi Charat Christmas Special,Comedy,Special,1,6.81,2041
5129,Jikuu Boukenki Zentrix,"Adventure, Mecha, Sci-Fi",TV,26,6.84,392
19069,Okane wa Mawaru: Kurashi to Kinyuu,Slice of Life,OVA,1,5.31,92
33396,Hua Jiang Hu Zhi Bu Liang Ren,"Adventure, Drama, Historical, Martial Arts, Romance",ONA,54,8.0,59
29924,Goman-hiki,Kids,Movie,100,7.0,56
32615,Youjo Senki,"Magic, Military",TV,Unknown,,6652
29609,Chinka,Action,Special,1,5.49,132
4853,Tezuka Osamu no Don Dracula,"Comedy, Horror, Supernatural, Vampire",TV,8,6.44,934
694,Canvas 2: Niji-iro no Sketch,"Comedy, Drama, Romance, Slice of Life",TV,24,6.91,19491
3010,Kaiketsu Zorro,"Adventure, Historical, Shounen",TV,52,7.31,5243
22135,Ping Pong The Animation,"Psychological, Seinen, Sports",TV,11,8.67,97187
7775,Futatsu no Kurumi,Drama,Special,1,6.67,552
7500,Maabou no Shounen Koukuu Tsuwamono,Historical,Movie,1,5.88,110
3890,Sei Shoujo Sentai Lakers EX,"Hentai, Sci-Fi",OVA,1,5.1,697
5356,Canaan,"Action, Seinen",TV,13,7.4,123217
962,Aria The Natural,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,26,8.3,39596
1625,Soul Link Special,"Adventure, Comedy, Ecchi, Military, Romance, Sci-Fi, Space",Special,1,6.02,1973
3728,True Blue,Hentai,OVA,2,6.03,2912
12005,What&#039;s Michael?,Comedy,OVA,1,5.71,173
5053,Ai City,"Action, Sci-Fi, Super Power",Movie,1,5.79,1513
32781,Refrain,Music,Music,1,5.72,104
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,"Comedy, Seinen, Slice of Life",TV,13,7.49,73285
2748,Dash! Kappei,"Comedy, Ecchi, Shounen, Sports",TV,65,7.3,2578
18115,Magi: The Kingdom of Magic,"Action, Adventure, Fantasy, Magic, Shounen",TV,25,8.5,245026
158,Maria-sama ga Miteru,"Drama, Romance, Shoujo, Shoujo Ai, Slice of Life",TV,13,7.48,33989
2768,CLAMP in Wonderland 2,"Action, Comedy, Drama, Fantasy, Magic, Music, Romance",Music,1,7.64,13985
610,Popotan,"Comedy, Drama, Ecchi, Supernatural",TV,12,6.46,15230
11795,Forsaken,"Music, Vampire",Music,1,6.03,583
32222,Youkai Watch Movie 3: Soratobu Kujira to Double Sekai no Daibouken da Nyan!,"Comedy, Kids, Supernatural",Movie,1,,237
2835,Patalliro!,"Adventure, Comedy, Romance, Shoujo, Shounen Ai",TV,49,7.63,2409
13511,Cofun Gal no Coffy: Cofunderella,Comedy,Movie,1,5.0,64
2636,"Dorami-chan: Wow, The Kid Gang of Bandits",Fantasy,Movie,1,5.35,126
59,Chobits,"Comedy, Drama, Ecchi, Romance, Sci-Fi, Seinen",TV,26,7.57,266846
8848,"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!","Comedy, Seinen, Slice of Life",Movie,1,6.34,175
15845,Chikan no Licence,Hentai,OVA,2,6.27,2599
9204,Omae Umasou da na,"Action, Adventure, Fantasy, Kids",Movie,1,8.13,6645
19961,Heisei Tensai Bakabon,"Comedy, Slice of Life",TV,46,6.77,156
16790,Super Samchongsa,"Action, Mecha, Shounen, Space",Movie,1,4.33,63
10764,Buta Himesama,"Fantasy, Hentai, Supernatural",OVA,1,5.64,2202
819,Boku wa Imouto ni Koi wo Suru,"Romance, Shoujo",OVA,1,6.57,26923
8064,Ashiaraiyashiki no Juunin-tachi.,"Action, Fantasy, Seinen, Supernatural",OVA,1,5.17,1604
7575,Oh! Family,"Comedy, Drama, Romance, Shoujo, Slice of Life",TV,26,6.17,201
17439,Kyojin no Hoshi (Movie),"Drama, Sports",Movie,1,6.13,109
30796,Gokudou Sakaba Denden: Gokudou Daisensou Gaiden,Comedy,ONA,3,5.5,60
900,Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.14,52690
6848,Doubutsu Mura no Daisodou,Action,Movie,1,5.17,355
1794,Dirty Pair no Ooshoubu: Nolandia no Nazo,"Action, Adventure, Comedy, Police, Sci-Fi",OVA,1,6.65,2045
2445,Maple Colors,Hentai,OVA,2,6.49,3258
186,Initial D Second Stage,"Action, Cars, Drama, Seinen, Sports",TV,13,8.12,45825
9098,Mobile Suit SD Gundam Festival,"Action, Comedy, Fantasy, Mecha, Parody",Movie,1,6.19,913
3022,Haai Step Jun,"Action, Romance, School, Sci-Fi",TV,45,6.41,400
10194,Badaui Jeonseol Jangbogo,"Action, Adventure, Comedy, Mystery",TV,26,6.35,371
2634,Doraemon: Doraemon Comes Back,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Special,1,7.39,723
1575,Code Geass: Hangyaku no Lelouch,"Action, Mecha, Military, School, Sci-Fi, Super Power",TV,25,8.83,715151
6219,Nijiiro Hotaru: Eien no Natsuyasumi,"Fantasy, Romance, Slice of Life",Movie,1,7.12,3523
16590,Mashin Eiyuuden Wataru: Soukaizan Eiyuu Densetsu,"Action, Adventure, Comedy, Fantasy, Mecha, Sci-Fi, Shounen",OVA,1,7.0,115
32622,Hello Kitty no Oyayubi-hime,"Adventure, Fantasy, Kids",Movie,1,5.14,41
468,Ghost in the Shell 2: Innocence,"Mecha, Military, Police, Psychological, Sci-Fi",Movie,1,7.93,85714
24745,Yobai Suru Shichinin no Harame,"Harem, Hentai",OVA,2,6.63,1745
9917,Pokemon Best Wishes!: Victini to Kuroki Eiyuu Zekrom,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,6.94,17120
16644,Soushi Souai: Junai Mellow yori,Hentai,OVA,1,6.67,2060
29928,Jataka Monogatari: Kiniro no Shika,Kids,Movie,1,4.52,79
5538,Tegamibachi: Hikari to Ao no Gensou Yawa,"Adventure, Fantasy, Shounen, Slice of Life, Supernatural",Special,1,7.55,10903
4240,Ginga Senpuu Braiger,"Action, Adventure, Mecha, Space",TV,39,7.02,886
29307,Classical Sex-Zone,"Hentai, School",OVA,3,5.15,159
6211,Tokyo Magnitude 8.0,Drama,TV,11,8.19,121349
27629,Tantei Kageki Milky Holmes TD,"Comedy, Mystery, Super Power",TV,12,6.47,4967
32808,Xiong Chu Mo Zhi Duo Bao Qibing,"Adventure, Comedy",Movie,1,4.0,40
6713,Ranma ½: Nettou Uta Gassen,"Comedy, Music",OVA,2,7.39,3676
10739,Panty &amp; Stocking in Sanitarybox,"Action, Comedy, Dementia, Ecchi, Parody, Supernatural",Special,1,6.56,19669
7956,Cybot Robocchi,"Comedy, Sci-Fi",TV,39,6.19,162
2567,Pinocchio yori Piccolino no Bouken,"Adventure, Kids",TV,52,6.25,852
30435,Kankou Taisen Saitama: Sakuya no Tatakai,,ONA,4,4.24,103
1090,Mobile Suit Gundam I,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.43,12877
34238,Osomatsu-san: Ouma de Kobanashi,"Comedy, Parody",Special,1,7.55,2525
20229,Makkuro na Obentou,"Drama, Historical",Movie,1,7.67,103
2931,Mokke,"Mystery, Slice of Life, Supernatural",TV,24,7.19,8362
615,Nurse Witch Komugi-chan Magikarte,"Comedy, Magic, Parody",OVA,5,6.77,9895
2515,Detective Conan OVA 05: The Target is Kogoro! The Detective Boys&#039; Secret Investigation,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.37,7666
21957,Sore Ike! Anpanman: Kokin-chan to Aoi Namida,"Comedy, Fantasy, Kids",Movie,1,5.33,70
18,Initial D Fourth Stage,"Action, Cars, Drama, Seinen, Sports",TV,24,8.24,41584
23979,Something Great Chizu ni Nai Machi,Slice of Life,Movie,1,8.2,70
5930,Hayou no Ken: Shikkoku no Mashou,"Fantasy, Shoujo, Supernatural",OVA,2,5.79,182
33232,Area 88 Movie,"Action, Adventure, Drama, Military, Romance",Movie,1,7.18,210
1284,Houma Hunter Lime,"Comedy, Fantasy",OVA,3,6.12,945
19365,Samurai Flamenco,"Action, Comedy, Parody",TV,22,7.0,74324
34409,Chuuko Video-ya no Onna Tenin X,"Comedy, Shounen",ONA,1,5.75,75
8574,Aoi Taiken,Hentai,OVA,2,5.11,303
1966,Ankoku Shinwa,"Demons, Fantasy, Horror, Mystery, Psychological, Supernatural",OVA,2,4.31,1255
4598,Urikupen Kyuujo-tai,"Adventure, Comedy, Kids",TV,156,5.78,141
31368,Grisaia no Rakuen Specials,Ecchi,Special,5,7.09,15055
33254,Arslan Senki (TV) OVA,"Adventure, Fantasy, Historical, Shounen",OVA,2,7.08,9823
6685,Mesu Kyoushi: Injoku no Kyoushitsu,Hentai,OVA,3,6.48,2005
840,Narue no Sekai,"Comedy, Romance, Sci-Fi",TV,12,6.7,11544
31405,Joker Game,"Drama, Historical, Military",TV,12,7.21,102560
6513,Ravex in Tezuka World,"Music, Space",OVA,1,5.84,620
28369,Dr. Slump: Arale-chan Specials,"Comedy, Sci-Fi, Shounen",Special,2,6.84,220
17777,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.","Comedy, Ecchi, Romance, Shounen, Supernatural",TV,12,6.46,74320
31150,Xi Yang Yang Yu Hui Tai Lang,"Adventure, Comedy, Kids",TV,Unknown,5.87,72
32568,Kamiwaza Wanda,"Kids, Sci-Fi",TV,Unknown,5.29,316
30468,My Melody no Akazukin (OVA),"Fantasy, Kids",OVA,1,5.71,74
1081,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,"Action, Adventure, Drama, Sci-Fi, Seinen, Space",OVA,13,7.47,3499
144,Kanon,"Drama, Romance, Slice of Life, Supernatural",TV,13,7.27,41960
10534,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.73,1317
10822,Ranma ½: Totteoki Talk Best of Memories,"Comedy, Martial Arts, Slice of Life",OVA,1,7.22,1996
18619,Girls und Panzer: Kore ga Hontou no Anzio-sen Desu!,"Military, School",OVA,1,7.76,16143
13367,"Kono Naka ni Hitori, Imouto ga Iru!","Comedy, Ecchi, Harem, Mystery, Romance, School, Seinen",TV,12,6.85,92252
1387,Yakin Byoutou,Hentai,OVA,10,6.55,6061
2467,3 Choume no Tama: Uchi no Tama Shirimasenka?,Adventure,TV,35,6.74,967
3473,Souseiki,Parody,Movie,1,5.77,959
21595,Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special,"Action, Fantasy, Game, Shounen",Special,1,6.38,1172
8491,Digimon Savers 3D: Digital World Kiki Ippatsu!,"Action, Adventure, Fantasy, Kids, Supernatural",Movie,1,6.35,3720
26257,Nidoto Touranai Tabibito,"Drama, Kids",OVA,1,6.0,60
32402,Mim Mam Mint,Comedy,TV,Unknown,4.1,228
25345,Rance 01: Hikari wo Motomete The Animation,"Fantasy, Hentai, Magic",OVA,4,7.61,6158
571,Moldiver,"Action, Comedy, Magic, Mecha, Romance, Sci-Fi",OVA,6,6.25,1584
30985,Yamakoshi Mura no Mari to Sanbiki no Koinu,"Drama, Kids",OVA,1,6.0,56
34264,Ninja Bear,"Comedy, School",TV,Unknown,,55
15731,Tamayura: More Aggressive,"Comedy, Drama, Slice of Life",TV,12,7.54,10901
3054,La Seine no Hoshi,"Adventure, Drama, Historical, Shoujo",TV,39,6.66,964
11073,Pokemon: Ash&#039;s Journey,"Fantasy, Kids",Movie,1,6.75,4578
117,El Hazard: The Magnificent World,"Adventure, Comedy, Fantasy, Romance",OVA,7,7.44,10130
3425,Meiken Lassie,"Adventure, Kids, Slice of Life",TV,26,6.92,309
17467,Otoko Ippiki Gaki Daishou,"Action, Drama, Shounen",TV,156,7.2,158
33562,Heibai Wushang,"Action, Comedy, Supernatural",TV,12,7.6,216
1996,Full Moon wo Sagashite: Kawaii Kawaii Daibouken,"Comedy, Fantasy, Supernatural",Special,1,6.8,7087
5330,Alice in Cyberland,Action,OVA,1,5.8,605
29537,Hello Kitty no Okaze wo Hiita Santa-san,"Fantasy, Kids",OVA,1,6.57,59
34233,Kimoshiba,Comedy,TV,Unknown,7.0,81
12461,Hiiro no Kakera,"Fantasy, Romance, Shoujo, Supernatural",TV,13,6.88,55031
31741,Magi: Sinbad no Bouken (TV),"Action, Adventure, Fantasy, Magic, Shounen",TV,13,8.22,73480
1267,Yoroiden Samurai Troopers Message,"Adventure, Fantasy, Samurai, Shounen",OVA,5,6.13,1299
30394,Teddy,Slice of Life,Movie,1,5.63,105
3853,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,"Action, Comedy, Kids, Shounen, Super Power",Special,1,6.82,1213
399,Seikai no Senki Special,"Action, Military, Romance, Sci-Fi, Space",Special,1,7.5,2216
25545,Tanu no Magical Holiday,"Kids, Music",Music,1,5.38,100
33011,Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,"Comedy, Fantasy, Parody",ONA,12,5.99,3251
3056,Natural,Hentai,OVA,2,6.08,1084
4188,Mahou Sensei Negima! Shiroki Tsubasa Ala Alba,"Adventure, Comedy, Ecchi, Harem, Magic, Romance, Shounen, Supernatural, Vampire",OVA,3,7.68,15616
20929,Galo Sengen,Music,Music,1,6.34,586
3309,Mozu no Nie,"Hentai, Historical, Mystery",OVA,1,5.45,1099
534,Slayers,"Adventure, Comedy, Demons, Fantasy, Magic",TV,26,7.87,73476
30955,Crazy Monkey,Ecchi,Movie,1,4.81,92
6460,Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.29,1640
3920,Mahou Senshi Sweet Knights: Heroine Ryoujoku Shirei,Hentai,OVA,2,5.96,848
14719,JoJo no Kimyou na Bouken (TV),"Action, Adventure, Shounen, Supernatural, Vampire",TV,26,8.51,190197
28957,Mushishi Zoku Shou: Suzu no Shizuku,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Movie,1,8.75,32266
5332,Toshokan Sensou: Koi no Shougai,"Action, Comedy, Drama, Military, Romance",Special,1,7.47,6581
14381,Sore Ike! Anpanman: Yomigaere Bananajima,"Adventure, Comedy, Fantasy, Kids, Super Power",Movie,1,5.59,104
675,One: Kagayaku Kisetsu e,"Drama, Supernatural",OVA,4,5.24,2285
8963,Stitch!: Piko Kara no Chousenjou,"Adventure, Comedy, Kids",Special,1,5.98,458
27567,Fushigi Yuugi Special: Nakago Shikkari Shinasai!,Comedy,Special,2,7.25,943
1014,Chicchana Yukitsukai Sugar Specials,"Comedy, Magic, Shoujo, Slice of Life",Special,2,7.09,3902
3383,Orchid☆Emblem,Hentai,OVA,1,5.68,646
16434,Penguin&#039;s Memory: Shiawase Monogatari,"Drama, Military, Seinen",Movie,1,7.32,189
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,"Sci-Fi, Thriller",Movie,1,8.61,192424
3981,Shokuzai no Kyoushitsu,Hentai,OVA,2,5.42,1483
3125,Tokimeki Tonight,"Comedy, Fantasy, Romance, Shoujo, Vampire",TV,34,7.48,3057
17315,Shin Pro Golfer Saru,"Kids, Sports",TV,10,7.0,69
1556,Kikoushi Enma,"Demons, Ecchi, Fantasy, Horror, Magic, Seinen, Supernatural",OVA,4,7.29,11902
5540,Datenshi-tachi no Kyouen,Hentai,OVA,1,5.43,272
1000,Uchuu Kaizoku Captain Harlock,"Action, Adventure, Drama, Sci-Fi, Seinen, Space",TV,42,7.87,14869
10285,Manga Nippon Mukashibanashi (Movie),Historical,Movie,1,6.05,110
553,Yami no Matsuei,"Comedy, Drama, Fantasy, Horror, Magic, Shoujo, Shounen Ai, Vampire",TV,13,7.23,34177
33308,Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,"Comedy, Mystery, Super Power",Special,1,,610
12065,Queen&#039;s Blade OVA Specials,"Action, Adventure, Ecchi, Fantasy",Special,2,6.21,5535
13463,Panda no Taputapu,Kids,TV,Unknown,6.55,131
17951,Hello Kitty no Shirayuki-hime,"Fantasy, Kids",OVA,1,6.31,152
30470,Himitsukessha Taka no Tsume DO,"Comedy, Parody, Super Power",TV,Unknown,6.2,96
3307,Moke Moke Taishou Dendo Musume Arisa,"Hentai, Mecha",OVA,2,6.18,3321
29833,Mochi Mochi no Ki,Kids,Movie,1,4.27,99
17897,Hana wa Saku,Music,Special,1,6.32,762
469,Karin,"Comedy, Romance, School, Shounen, Vampire",TV,24,7.33,106142
12671,Pokemon Best Wishes! Season 2: Kyurem vs. Seikenshi,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,6.68,14498
1032,Kumo no You ni Kaze no You ni,"Adventure, Drama, Historical, Romance",Movie,1,7.03,3536
28361,Kaseifu ga Ita.,"Comedy, Shoujo, Slice of Life",OVA,1,4.55,93
34148,Nyanko Days,"Comedy, Slice of Life",TV,Unknown,,1335
13217,Hishoka Drop The Animation,Hentai,OVA,1,6.43,1974
32225,Onpu,"Kids, Music",Movie,1,5.1,43
567,The Big O,"Action, Mecha, Mystery, Psychological, Sci-Fi",TV,26,7.57,45843
17887,Ichirin-sha,"Action, Mecha, Sci-Fi, Seinen",ONA,1,6.19,804
2642,Dorami-chan: A Blue Straw Hat,"Fantasy, Kids",Movie,1,5.28,121
9045,Jack to Mame no Ki (1989),"Adventure, Dementia, Kids",OVA,1,6.01,630
152,Solty Rei,"Action, Sci-Fi, Super Power",TV,24,7.38,17943
34161,Overlord Movie,"Action, Adventure, Fantasy, Game, Magic, Supernatural",Movie,1,,16008
33247,Tsubasa to Hotaru (2016),"Romance, School, Shoujo",Special,3,6.4,1411
1247,Project BLUE Chikyuu SOS,"Adventure, Comedy, Sci-Fi, Shounen",TV,6,6.84,1892
15137,Entotsuya Peroo,Kids,Movie,1,4.6,150
29651,Ikedaya Soudou,"Drama, Historical, Samurai",Movie,1,3.85,81
1579,Kiniro no Corda: Primo Passo,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo",TV,25,7.69,63134
1246,Yuugo: Koushounin,"Action, Drama, Military, Mystery, Psychological, Seinen",TV,13,7.24,6108
15613,Hakkenden: Touhou Hakken Ibun,"Action, Fantasy, Shoujo, Supernatural",TV,13,7.57,61017
16570,Agigongryong Doolie (Movie),Kids,Movie,1,5.48,155
32485,Prison School OVA,"Comedy, Ecchi, Romance, School, Seinen",OVA,1,7.73,30887
5250,God Mazinger,"Action, Fantasy, Mecha",TV,23,6.83,946
7791,K-On!!,"Comedy, Music, School, Slice of Life",TV,26,8.14,246276
20857,Nebula feat. Hatsune Miku,Music,Music,1,5.66,1006
19849,Peeping Life 5.0ch,"Comedy, Slice of Life",OVA,10,4.75,207
29673,Shin Tenchi Souzou,Comedy,Movie,1,5.44,129
6281,Asylum Session,"Sci-Fi, Seinen",Movie,1,5.25,2678
6684,Marie &amp; Gali Special,Comedy,Special,1,5.75,407
6827,Suzume no Oyado,Fantasy,Movie,1,5.34,359
1176,Unkai no Meikyuu Zeguy,"Action, Adventure, Fantasy",OVA,2,5.91,808
134,Gunslinger Girl,"Action, Drama, Military, Psychological, Sci-Fi",TV,13,7.55,106865
83,Mobile Suit Gundam: The 08th MS Team - Miller&#039;s Report,"Drama, Mecha, Military, Romance, Sci-Fi",Movie,1,6.95,8078
2187,Shuudan Chikan Densha,Hentai,OVA,2,6.03,1065
23731,"Boku datte, Kirei ni Shitainda",Kids,OVA,1,4.0,54
23699,Kumo ni Noru,"Action, Seinen",OVA,2,5.18,118
32628,Columbus no Daibouken,Historical,OVA,1,6.5,35
2761,Densetsu Kyojin Ideon: Hatsudou-hen,"Drama, Mecha, Sci-Fi, Space",Movie,1,7.9,2963
30164,Chiisana Kinomi,"Kids, Music",Music,1,4.42,86
18695,Toriko no Chigiri,Hentai,OVA,2,6.25,2016
182,Tenkuu no Escaflowne,"Adventure, Fantasy, Mecha, Romance, Shoujo",TV,26,7.8,83437
6830,Hinomaru Hatanosuke: Inazuma-gumi Tobatsu no Maki,"Action, Historical, Samurai",Movie,1,4.78,432
19115,Giovanni no Shima,"Drama, Historical",Movie,1,7.86,10115
623,Shichinin no Nana,"Adventure, Comedy, Magic, Romance, School",TV,25,6.91,2915
7529,Mori no Ongakukai,Comedy,Movie,1,6.13,105
9970,Floating Material,Hentai,OVA,2,6.77,4567
30723,Midori no Makibao Compilation OVA,"Comedy, Sports",OVA,1,5.56,50
26147,Nagasaki no Kouma,"Historical, Kids",Movie,1,7.33,50
5321,Futari no Aniyome,Hentai,OVA,2,6.43,1958
596,Chobits: Chibits,"Comedy, Romance",Special,1,7.1,35513
2680,One Piece: Straw Hat Theater,"Adventure, Fantasy, Shounen",Special,5,7.59,17153
26281,Mother Teresa,"Drama, Historical, Kids",OVA,1,7.25,52
10058,Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!,"Comedy, Fantasy, Kids",Movie,1,6.43,117
22893,Mon Cheri CoCo,"Romance, Shoujo",TV,13,6.71,137
21679,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA","Comedy, Ecchi, Romance, Shounen, Supernatural",OVA,1,6.54,14564
1496,Fushigi no Kuni no Miyuki-chan,"Comedy, Ecchi, Fantasy, Shoujo Ai, Yuri",OVA,2,6.0,7240
8356,Himitsukessha Taka no Tsume The Movie 2: Watashi wo Aishita Kuro Oolong-Cha,"Comedy, Parody, Super Power",Movie,1,5.06,114
27369,Eigo de Asobo: Tanken Goblin Tou,"Adventure, Comedy, Fantasy, Kids",TV,100,5.0,53
2559,Romeo no Aoi Sora,"Adventure, Drama, Historical, Slice of Life",TV,33,8.47,15074
30582,"That&#039;s Hanakappa Musical: Pan to Gohan, Docchi nano!?","Comedy, Kids, Music",Movie,1,5.2,51
1456,L/R: Licensed by Royal,"Action, Adventure, Mystery, Police",TV,12,6.59,2388
10594,Tokimeki Tonight Recaps,"Comedy, Fantasy, Romance, Shoujo, Vampire",Special,2,6.4,220
8478,Doubutsu Kankyou Kaigi,Kids,TV,20,5.68,151
15841,Tsun Tsun Maid wa Ero Ero Desu,Hentai,OVA,2,7.13,5384
22537,Yami Shibai 2nd Season,"Dementia, Horror, Supernatural",TV,13,6.54,17379
2185,Words Worth Gaiden,"Action, Adventure, Fantasy, Hentai",OVA,2,5.97,2402
2896,Houkago: Nureta Seifuku,Hentai,OVA,3,6.56,5847
6958,Hyakko OVA,Comedy,OVA,1,6.82,8206
5557,Kugutsu Ai: Doura Gaiden,Hentai,OVA,1,5.75,283
165,RahXephon,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",TV,26,7.55,66751
32888,Sinbad,Adventure,Movie,1,5.09,452
27853,Ichinen Ikkumi,"Kids, School",OVA,1,6.33,45
20517,Little Busters!: EX,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,8,7.94,26709
184,Xenosaga The Animation,"Action, Mecha, Sci-Fi, Shounen, Space",TV,12,6.47,13827
29748,Kabushiki Kaisha Zoo,"Comedy, Kids",TV,12,6.33,46
2534,Angelique,"Drama, Fantasy, Romance, Sci-Fi, Shoujo",OVA,3,6.53,3523
33267,Jinxiu Shenzhou Zhi Qi You Ji,"Adventure, Fantasy",TV,Unknown,4.67,106
30430,Kimi wa Sou Kimeta,Music,Music,1,5.3,107
4615,Yama Nezumi Rocky Chuck,"Adventure, Fantasy, Kids",TV,52,6.15,507
24365,Tonari no Seki-kun Specials,"Comedy, School, Seinen",Special,2,7.55,14248
30649,Shin Atashin&#039;chi,"Comedy, Slice of Life",TV,26,7.14,1202
16476,Idol Kouhosei,Hentai,OVA,1,5.9,1442
29759,Korokoro Animal 2,Kids,TV,51,4.67,45
1886,Fushigiboshi no☆Futagohime Gyu!,"Comedy, Magic, Shoujo",TV,52,7.32,2387
16263,Konchuu Tsurezuregusa,"Kids, Slice of Life",OVA,1,5.8,83
34179,Ima no Watashi ni Dekiru Koto...,Sci-Fi,ONA,2,5.4,234
24029,Shijou Saikyou no Deshi Kenichi Specials,"Action, Comedy, Martial Arts, School, Shounen",Special,4,7.35,4258
28639,Futon,Dementia,Movie,1,5.37,358
32915,Durarara!!x2 Ketsu: Dufufufu!!,"Action, Mystery, Supernatural",Special,1,7.72,13126
312,Ace wo Nerae!: Final Stage,"Action, Drama, Sports",OVA,12,6.61,714
28381,Monster High: Kowa-ike Girls,"Kids, Shoujo, Supernatural",ONA,8,6.32,244
16345,Ninku: Knife no Bohyou,"Action, Adventure, Comedy, Martial Arts, Shounen",Special,1,6.13,280
11375,.hack//The Movie: Sekai no Mukou ni,"Action, Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",Movie,1,7.32,11617
29860,Channel 5.5 Prologue: Shin Bangumi Start!,Comedy,ONA,1,4.71,135
7262,Kagirohi: Shaku Kei,Hentai,OVA,2,6.13,2261
7295,Koi Tsubomi,"Fantasy, Music",Music,1,6.58,1242
11135,Hybrid Child,"Drama, Historical, Romance, Sci-Fi, Shounen Ai",OVA,4,8.09,26036
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri","Action, Adventure, Fantasy, Military",TV,12,7.97,244314
30054,Uli Sai Jjang-Iya,School,Movie,1,5.0,36
10029,Coquelicot-zaka kara,"Historical, Romance, School, Shoujo",Movie,1,8.03,50689
2121,Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,"Action, Shounen, Sports",Movie,1,7.0,2334
